Population Definition Reported,count
CXCR3 FMO: viable/singlets/Mono/CD33+/CXCR3+,225
CXCR3 FMO: viable/singlets/Lymph/CD3-/CD19+CD20+/CXCR3+,225
"ly/CD3+/CD4+,Freq. of,ly",210
"ly/CD3+/CD8+,Freq. of,ly",210
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56+, CD16+",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56-, CD14+",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56-, CD14+, CD16-",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56-, CD14-, CD16-, HLA-DR+, CD11c+, CD123-",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56-, CD14-, CD16-, HLA-DR+",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56-, CD14+, CD16+",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56+, CD16-",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56-, CD14-, CD16-, HLA-DR+, CD11c-, CD123+",207
"singlet, CD3-, CD19-, CD20-, viable[live/dead stain], CD56+",207
"singlet, CD3-, viable[live/dead stain], CD19+, CD20-",203
"singlet, CD3-, viable[live/dead stain], CD19+, CD20-, CD38+, CD27+",203
CD45+CD3+CD4+CD8- CD161+IL21+,197
Intact cells/intact singlets/viable singlets/Nonbasophils/Nonbasophil CD14-CD33-,182
Intact cells/intact singlets/viable singlets/CD123+HLADR-,182
Intact cells/Intact singlets,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/PD1-,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/PD1+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/CD57-,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/ICOS-,182
Intact cells/intact singlets/viable singlets/Nonbasophils,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3-/CD16+CD56+/CD57-,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3-/CD56bright CD16-,182
Intact cells/intact singlets/viable singlets/Nonbasophils/Nonbasophil CD14-CD33-/Nonbasophil CD3-CD20-,182
Intact cells/intact singlets/viable singlets/Nonbasophils/Nonbasophil CD14-CD33-/Nonbasophil CD3-CD20-/Nonbasophil CD56-CD16-,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/ICOS-,182
Intact cells/intact singlets/viable singlets/Nonbasophils/Nonbasophil CD14-CD33-/Nonbasophil CD3-CD20-/Nonbasophil CD56-CD16-/mDCs,182
Intact cells/intact singlets/viable singlets/Nonbasophils/Nonbasophil CD14-CD33-/Nonbasophil CD3-CD20-/Nonbasophil CD56-CD16-/pDCs,182
Intact cells/intact singlets/viable singlets/CD14+CD33+/CD14+CD16+,182
Intact cells/intact singlets/viable singlets/CD14+CD33+/CD14-CD16+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/CD57+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/CD57-,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/ICOS+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/PD1+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+CD56+/CD161+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/ICOS+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/PD1-,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/CD57+,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+CD56+/CD161-,182
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3-/CD16+CD56+/CD57+,182
Intact cells,181
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5+/CXCR3-CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5+/CXCR3-CCR6+,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5-/CXCR3-CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5-/CXCR3-CCR6+,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5-/CXCR3+CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5+/CXCR3-CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5+/CXCR3-CCR6+,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5+/CXCR3+CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4-CD8+/Non-naive CD8+/CXCR5+,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5-/CXCR3-CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5-/CXCR3-CCR6+,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5-/CXCR3+CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5+/CXCR3+CCR6-,179
Intact cells/intact singlets/viable singlets/CD14-CD33-/CD3+/CD4+CD8-/Non-naive CD4+/CXCR5+,179
"CD45+/CD3+/CD4/EM,Freq. of,CD4",162
"WBC/CD19+SCC/CD19+,Freq. of,WBC",162
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/CD2-,Freq. of,Q1: BDCA-1+",162
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+,Freq. of,sWBC",162
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/nPlasmacell,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/nPlasmablast,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/n transitional,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ3: CD19+,, CD20,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD20+,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ4: CD27,, IgD,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ3: CD27+,, IgD,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ2: CD27+,, IgD+,Freq. of,CD19+",162
"WBC/CD19+SCC/CD19+/nQ1: CD27,, IgD+,Freq. of,CD19+",162
"ly/CD3+/CD8+/CD25+,Freq. of,CD8+",162
"ly/CD3+/CD8+/CTLA4+,Freq. of,CD8+",162
"ly/CD3+/CD8+/FoxP3+,Freq. of,CD8+",162
"CD45+/CD3+/CD4/TFH/ICOS,Freq. of,TFH",162
"CD45+/CD3+/CD4/non TFH/1,Freq. of,CD4",162
"CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+,Freq. of,CD4",162
"CD45+/CD3+/CD4/non TFH/1/ICOS,Freq. of,1",162
"CD45+/CD3+/CD4/non TFH/2/ICOS,Freq. of,2",162
"CD45+/CD3+/CD4/non TFH/17/ICOS,Freq. of,17",162
"CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",162
"CD45+/CD3+/CD8/ICOS,Freq. of,CD8",162
"CD45+/CD3+/CD4/CM,Freq. of,CD4",162
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/CD2+,Freq. of,Q1: BDCA-1+",162
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q5: CD45RA,, CD4+,Freq. of,Q1: BDCA-1+",162
"ly/CD3+/CD4+/CTLA4+,Freq. of,CD4+",162
"ly/CD3+/CD4+/FoxP3+,Freq. of,CD4+",162
"CD45+/CD3+/CD4/Naive,Freq. of,CD4",162
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD11b+,Freq. of,CD14+CD16-",162
"CD45+/CD3+/CD4/Teff,Freq. of,CD4",162
"Lymp/CD3-/CD56br,Freq. of,Lymp",162
"CD45+/CD3+/CD4/TFH/17,Freq. of,TFH",162
"CD45+/CD3+/CD4/TFH/2,Freq. of,TFH",162
"CD45+/CD3+/CD4/TFH/1,Freq. of,TFH",162
"CD45+/CD3+/CD4/TFH,Freq. of,CD4",162
"CD45+/CD3+/CD8,Freq. of,CD45+",162
"CD45+/CD3+,Freq. of,CD45+",162
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD86+,Freq. of,CD14dimCD16+",162
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD62L+,Freq. of,CD14dimCD16+",162
"ly/CD3+/CD4+/CD25+,Freq. of,CD4+",162
"Lymp/CD3-/CD56diCD16-,Freq. of,Lymp",162
"Lymp/CD3-/CD56-CD16+,Freq. of,Lymp",162
"Lymp/CD3-/CD56diCD16+,Freq. of,Lymp",162
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD62L+,Freq. of,CD14+CD16-",162
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD86+,Freq. of,CD14+CD16-",162
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD11b+,Freq. of,CD14dimCD16+",162
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD40+,Freq. of,CD14dimCD16+",162
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q6: CD45RA+,, CD4+,Freq. of,Q1: BDCA-1+",162
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q7: CD45RA+,, CD4,Freq. of,Q1: BDCA-1+",162
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q8: CD45RA,, CD4,Freq. of,Q1: BDCA-1+",162
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/CD2+,Freq. of,Q3: BDCA-2+",162
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/CD2-,Freq. of,Q3: BDCA-2+",162
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q5: CD45RA,, CD4+,Freq. of,Q3: BDCA-2+",162
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q6: CD45RA+,, CD4+,Freq. of,Q3: BDCA-2+",162
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q7: CD45RA+,, CD4,Freq. of,Q3: BDCA-2+",162
"CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+,Freq. of,TFH",162
"WBC/2-WBC/2-grans/Neu-CD45/Neutr,Freq. of,2-WBC",162
"CD45+/CD3+/CD4/TFH/1/ICOS,Freq. of,1",162
"CD45+/CD3+/CD4/TFH/2/ICOS,Freq. of,2",162
"CD45+/CD3+/CD4/TFH/17/ICOS,Freq. of,17",162
"CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",162
"CD45+/CD3+/CD4/ICOS,Freq. of,CD4",162
"CD45+/CD3+/CD4/non TFH,Freq. of,CD4",162
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+/CD62L+,Freq. of,Q2: CD16+, CD11b+",162
"WBC/2-WBC/lymono/monos,Freq. of,2-WBC",162
"WBC/2-WBC/lymono/monos/CD14+CD16-,Freq. of,monos",162
"WBC/2-WBC/lymono/monos/CD14+CD16+,Freq. of,monos",162
"WBC/2-WBC/lymono/monos/CD14dimCD16+,Freq. of,monos",162
"WBC/2-WBC/lymono/monos/dn,Freq. of,monos",162
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD11b+,Freq. of,CD14+CD16+",162
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD40+,Freq. of,CD14+CD16+",162
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD62L+,Freq. of,CD14+CD16+",162
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD86+,Freq. of,CD14+CD16+",162
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+,Freq. of,sWBC",162
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD40+,Freq. of,CD14+CD16-",162
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q3: CD16+,, CD11b,Freq. of,Neutr",162
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q4: CD16,, CD11b,Freq. of,Neutr",162
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q1: CD16,, CD11b+,Freq. of,Neutr",162
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+/CD62L-,Freq. of,Q2: CD16+, CD11b+",162
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q8: CD45RA,, CD4,Freq. of,Q3: BDCA-2+",162
"sWBC/lymono/Lin2-Dr+/CD11c+,Freq. of,sWBC",162
"sWBC/lymono/Lin2-Dr+/CD123+,Freq. of,sWBC",162
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+,Freq. of,Neutr",162
"CD14+, HLA-DR+, CD16-, CD62L+",160
"CD3+, CD4-, CD8+, HLA-DR+",160
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6+, HLA-DR+",160
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6-, HLA-DR+",160
"CD14+, HLA-DR+, CD16-, CD62L-",160
"CD16+, CD62L- granulocyte",160
"CD14+, HLA-DR+, CD16+, CD62L+",160
"CD14+, HLA-DR+, CD16+, CD62L-",160
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6+, HLA-DR+",160
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6+, HLA-DR+",160
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6-, HLA-DR+",160
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6-, HLA-DR+",160
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD40+",160
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD40-",160
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD40+",160
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD40-",160
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD40+",160
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD40-",160
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD40+",160
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD40-",160
"CD3+, HLA-DR+",160
"CD3+, CD4+, CD8-, HLA-DR+",160
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, HLA-DR+",160
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6-, HLA-DR+",160
NK-NKT: viable/singlets/Lymph/CD3+/CD8+/Q2: CD314+CD94+,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8+/Q1: CD314-CD94+,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8+,149
NK-NKT: viable/singlets/Lymph/CD3+,149
NK-NKT: viable/singlets/Lymph,149
NK-NKT: viable/singlets,149
NK-NKT: viable,149
B cell: viable,149
NK-NKT: viable/singlets/Lymph/CD3-/CD16+/CD56+/Q4: CD314-CD94-,149
NK-NKT: viable/singlets/Lymph/CD3-/CD16+/CD56+/Q3: CD314+CD94-,149
NK-NKT: viable/singlets/Lymph/CD3-/CD16+/CD56+/Q2: CD314+CD94+,149
NK-NKT: viable/singlets/Lymph/CD3-/CD16+/CD56+/Q1: CD314-CD94+,149
NK-NKT: viable/singlets/Lymph/CD3-/CD16+/CD56+/HLADR+,149
NK-NKT: viable/singlets/Lymph/CD3-/CD16+/CD56+,149
NK-NKT: viable/singlets/Lymph/CD3-,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8+/Q4: CD314-CD94-,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8+/Q3: CD314+CD94-,149
Treg: viable/singlets/Lymph,149
Treg: viable/singlets,149
Treg: viable,149
B cell: viable/singlets/Lymph/CD3-/CD20-/CD27+/CD38+,149
B cell: viable/singlets/Lymph/CD3-/CD20-,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+/Q4: IgD-CD27-,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+/Q3: IgD+CD27-,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+/Q2: IgD+CD27+,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+/CD24+/CD38+,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+,149
B cell: viable/singlets/Lymph/CD3-,149
B cell: viable/singlets/Lymph,149
B cell: viable/singlets,149
Treg: viable/singlets/Lymph/CD3+/CD8+/CD161+,149
Treg: viable/singlets/Lymph/CD3+/CD8+,149
NK-NKT: viable/singlets/Lymph/CD3+CD56+,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8-/Q4: CD314-CD94-,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8-/Q3: CD314+CD94-,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8-/Q2: CD314+CD94+,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8-/Q1: CD314-CD94+,149
NK-NKT: viable/singlets/Lymph/CD3+/CD8-,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+/Q1: IgD-CD27+,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+/CD24-/CD38+,149
B cell: viable/singlets/Lymph/CD3-/CD19+CD20+/CD24+/CD38-,149
Activated T: viable/singlets/Lymph/TCRgd+,149
Activated T: viable/singlets/Lymph/CD3+/CD8+/Q4: HLADR-CD38-,149
Activated T: viable/singlets/Lymph/CD3+/CD8+/Q3: HLADR+CD38-,149
Activated T: viable/singlets/Lymph/CD3+/CD8+/Q2: HLADR+CD38+,149
Activated T: viable/singlets/Lymph/CD3+/CD8+/Q1: HLADR-CD38+,149
Activated T: viable/singlets/Lymph/CD3+/CD8+/PD1+,149
Activated T: viable/singlets/Lymph/CD3+/CD8+,149
Activated T: viable/singlets/Lymph/CD3+/CD4+/Q4: HLADR-CD38-,149
Treg: viable/singlets/Lymph/CD3+/CD4+/CD25hiCD127low/Q4: CD161-CD45RA-,149
Treg: viable/singlets/Lymph/CD3+/CD4+/CD25hiCD127low/Q3: CD161+CD45RA-,149
Treg: viable/singlets/Lymph/CD3+/CD4+/CD25hiCD127low/Q2: CD161+CD45RA+,149
Treg: viable/singlets/Lymph/CD3+/CD4+/CD25hiCD127low/Q1: CD161-CD45RA+,149
Treg: viable/singlets/Lymph/CD3+/CD4+/CD25hiCD127low,149
Treg: viable/singlets/Lymph/CD3+/CD4+/CD161+,149
Treg: viable/singlets/Lymph/CD3+/CD4+,149
Treg: viable/singlets/Lymph/CD3+,149
Activated T: viable/singlets/Lymph/CD3+/CD4+/Q3: HLADR+CD38-,149
Activated T: viable/singlets/Lymph/CD3+/CD4+/Q2: HLADR+CD38+,149
Activated T: viable/singlets/Lymph/CD3+/CD4+/Q1: HLADR-CD38+,149
Activated T: viable/singlets/Lymph/CD3+/CD4+/PD1+,149
Activated T: viable/singlets/Lymph/CD3+/CD4+,149
Activated T: viable/singlets/Lymph/CD3+,149
Activated T: viable/singlets/Lymph,149
Activated T: viable/singlets,149
Activated T: viable,149
"sing/WBC/lymono/Lin1-DR+/Q1: CD11c, BDCA2+/CD86+",148
"sing/WBC/lymono/Lin1-DR+/Q1: CD11c, BDCA2+/Q18: CD2+DR+",148
"sing/WBC/lymono/Lin1-DR+/Q1: CD11c, BDCA2+",148
sing/WBC/lymono/Slan/DR2,148
sing/WBC/lymono/Slan/CX3CR1-2,148
sing/WBC/lymono/Slan/CD86-2,148
sing/WBC/lymono/Slan/CD40,148
sing/WBC/lymono/Slan/CD2,148
sing/WBC/lymono/Slan/CD11b,148
sing/WBC/lymono/Slan,148
"sing/WBC/gran/CD14-/neu/Q2: CD16+, CD11b+",148
"sing/WBC/gran/CD14-/neu/Q3: CD16+, CD11b",148
"sing/WBC/gran/CD14-/neu/Q1: CD16, CD11b+",148
"sing/WBC/gran/CD14-/neu/Q4: CD16, CD11b",148
sing/WBC/gran/CD14-/neu,148
sing/WBC/lymono/mono/DR2,148
sing/WBC/lymo/CD19/CD27/PB/CD86,148
"sing/WBC/lymo/CD19/CD27/Q2: CD138+, CD38+/CD86",148
"sing/WBC/lymo/CD19/CD27/Q2: CD138+, CD38+",148
sing/WBC/lymo/CD19/CD27/PB,148
"sing/WBC/lymo/CD19/Q6: CD27+, IgD+/CD86",148
"sing/WBC/lymo/CD19/Q6: CD27+, IgD+",148
"sing/WBC/lymo/CD19/Q7: CD27+, IgD/CD86",148
"sing/WBC/lymo/CD19/Q7: CD27+, IgD",148
"sing/WBC/lymo/CD19/Q5: CD27, IgD+/CD86",148
"sing/WBC/lymo/CD19/Q5: CD27, IgD+",148
"sing/WBC/lymo/CD19/Q8: CD27, IgD/CD86",148
"sing/WBC/lymo/CD19/Q8: CD27, IgD",148
"sing/WBC/lymo/CD19/Q2: CD19+, CD20+/CD86",148
"sing/WBC/lymo/CD19/Q2: CD19+, CD20+",148
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD11b",148
"sing/WBC/lymono/mono/Q3: CD14+, CD16",148
"sing/WBC/ly/CD4/TH/Q2: CCR6+, CD161+",148
"sing/WBC/ly/CD4/TH/Q3: CCR6+, CD161",148
"sing/WBC/ly/CD3-/CD56/Q5: CD127, CD25+",148
"sing/WBC/ly/CD3-/CD56/Q8: CD127, CD25",148
sing/WBC/ly/CD3-/CD56,148
sing/WBC/ly/CD3+/CD4/CD127loCD25hi/DR,148
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q2: CLA+, CD62L+",148
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q3: CLA+, CD62L",148
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q1: CLA, CD62L+",148
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q4: CLA, CD62L",148
sing/WBC/ly/CD3+/CD4/CD127loCD25hi,148
sing/WBC/lymo/CD3/CD4/TH/2/ICOS+,148
sing/WBC/lymo/CD3/CD4/TH/2,148
sing/WBC/lymo/CD3/CD4/TH/17/ICOS+,148
"sing/WBC/ly/CD3-/CD56/Q1: CLA, CD62L+",148
"sing/WBC/ly/CD3-/CD56/Q4: CLA, CD62L",148
sing/WBC/lymo/CD3/CD4/TH/1,148
sing/WBC/lymo/CD3/CD4/TH/1-17/ICOS+,148
sing/WBC/lymo/CD3/CD4/TH/1-17,148
sing/WBC/lymo/CD3/CD4/TH/ICOS+,148
sing/WBC/lymo/CD3/CD4/TH,148
sing/WBC/lymo/CD3/CD4/TFH/2/ICOS+,148
sing/WBC/lymo/CD3/CD4/TFH/2,148
sing/ly/CD3+/CD56+/CCR9+,148
sing/ly/CD3+/CD56+,148
sing/ly/CD3-/CD56/Ki67,148
sing/ly/CD3-/CD56/DR,148
sing/WBC/lymo/CD3/CD4/TFH/17/ICOS+,148
sing/WBC/lymo/CD3/CD4/TFH/17,148
sing/WBC/lymo/CD3/CD4/TFH/1/ICOS+,148
sing/WBC/ly/CD4/TH/CLA,148
sing/WBC/ly/CD4/TH/CD161,148
sing/ly/CD3/CD4/CXCR5/Ki67,148
sing/ly/CD3/CD4/CXCR5/DR,148
sing/ly/CD3/CD4/CXCR5/CLA,148
sing/ly/CD3/CD4/CXCR5/CCR9+,148
sing/ly/CD3/CD4/CXCR5,148
sing/ly/CD3+/CD56+/Ki67,148
sing/ly/CD3+/CD56+/DR,148
sing/ly/CD3+/CD56+/CLA,148
sing/WBC/lymo/CD3/CD4/TFH/1-17,148
sing/WBC/lymo/CD3/CD4/TFH/ICOS+,148
sing/WBC/lymo/CD3/CD4/TFH,148
sing/WBC/lymo/CD3/CD8/ICOS+,148
sing/WBC/lymo/CD3/CD8,148
sing/WBC/lymo/CD3/CD4/ICOS+,148
sing/WBC/lymo/CD3/CD4/TH/17,148
sing/WBC/lymo/CD3/CD4/TH/1/ICOS+,148
"sing/WBC/lymono/Lin1-DR+/Q15: CD1c+, BDCA-2/CD86+",148
"sing/WBC/lymono/Lin1-DR+/Q15: CD1c+, BDCA-2/Q18: CD2+DR+",148
"sing/WBC/lymono/Lin1-DR+/Q15: CD1c+, BDCA-2",148
"sing/WBC/lymono/Lin1-DR+/Q3: CD11c+, BDCA2/CD86+",148
"sing/WBC/lymono/Lin1-DR+/Q3: CD11c+, BDCA2/Q18: CD2+DR+",148
"sing/WBC/lymono/Lin1-DR+/Q3: CD11c+, BDCA2",148
sing/WBC/ly/CD4/TH/CCR4,148
sing/WBC/ly/CD4/TH,148
sing/WBC/ly/CD4/TFH/2/CLA,148
sing/WBC/ly/CD4/TFH/2/CD161,148
sing/WBC/ly/CD4/TFH/2/CCR4,148
sing/WBC/ly/CD4/TFH/2,148
sing/WBC/ly/CD4/TFH/17/CLA,148
sing/WBC/ly/CD4/TFH/17/CD161,148
sing/WBC/lymo/CD3/CD4/TFH/1,148
sing/WBC/lymo/CD3/CD4/TFH/1-17/ICOS+,148
"sing/WBC/ly/CD3-/CD56/Q6: CD127+, CD25+",148
"sing/WBC/ly/CD3-/CD56/Q7: CD127+, CD25",148
sing/WBC/ly/CD4/TH/17/CLA,148
sing/WBC/ly/CD4/TH/17/CD161,148
sing/WBC/ly/CD4/TH/17/CCR4,148
sing/WBC/ly/CD4/TH/17,148
sing/WBC/ly/CD4/TH/1/CLA,148
sing/WBC/ly/CD4/TH/1/CD161,148
sing/WBC/ly/CD4/TH/1/CCR4,148
sing/WBC/ly/CD4/TH/1,148
sing/WBC/ly/CD4/TH/Th1-17,148
sing/WBC/ly/CD4/TH/Th1-17/CLA,148
sing/WBC/ly/CD4/TH/Th1-17/CD161,148
sing/WBC/ly/CD4/TH/Th1-17/CCR4,148
"sing/WBC/ly/CD3-/CD56dim/Q5: CD127, CD25+",148
"sing/WBC/ly/CD3-/CD56dim/Q8: CD127, CD25",148
"sing/WBC/ly/CD3-/CD56bri/Q7: CD127+, CD25",148
"sing/WBC/ly/CD3-/CD56bri/Q5: CD127, CD25+",148
"sing/WBC/ly/CD3-/CD56bri/Q8: CD127, CD25",148
sing/WBC/ly/CD3-/CD56bri,148
sing/WBC/ly/CD3-/CD56/DR,148
"sing/WBC/ly/CD3-/CD56/Q2: CLA+, CD62L+",148
"sing/WBC/ly/CD3-/CD56/Q3: CLA+, CD62L",148
"sing/WBC/ly/CD3+/NKT/Q8: CD127, CD25",148
sing/WBC/ly/CD3+/NKT,148
sing/WBC/ly/CD4/TFH/1/CLA,148
